4470790.387	446275.3739	15
4470791.109	446277.4999	15
4470791.835	446279.626	15
4470792.932	446281.6144	15
4470794.214	446283.4638	15
4470795.867	446285.3158	15
4470797.516	446287.0222	15
4470799.541	446288.5963	15
4470801.752	446289.8857	15
4470804.15	446291.0308	15
4470806.546	446292.0409	15
4470809.318	446292.7677	15
4470812.275	446293.2152	15
4470814.494	446293.3713	15
4470816.529	446293.5262	15
4470818.561	446293.5408	15
4470820.597	446293.5553	15
4470822.816	446293.5712	15
4470825.037	446293.4468	15
4470827.074	446293.3211	15
4470829.482	446293.0523	15
4470831.703	446292.9279	15
4470834.108	446292.659	15
4470836.515	446292.536	15
4470838.737	446292.2712	15
4470841.145	446292.0025	15
4470843.736	446291.8807	15
4470846.14	446291.7576	15
4470848.732	446291.4955	15
4470851.14	446291.367	15
4470853.732	446291.105	15
4470856.323	446290.9832	15
4470858.728	446290.7144	15
4470861.319	446290.5926	15
4470863.91	446290.4708	15
4470866.501	446290.3491	15
4470869.092	446290.2219	15
4470871.683	446290.1001	15
4470874.272	446290.1187	15
4470877.05	446289.9983	15
4470879.64	446290.0168	15
4470882.414	446290.0366	15
4470885.003	446290.1955	15
4470887.779	446290.3557	18
4470890.55	446290.6615	18
4470893.138	446290.9606	18
4470895.909	446291.4068	18
4470898.495	446291.8516	18
4470901.268	446292.4327	18
4470904.036	446293.3052	18
4470906.621	446294.0306	18
4470909.391	446295.038	18
4470912.157	446296.0508	18
4470914.739	446297.1971	18
4470917.508	446298.3502	18
4470920.272	446299.6435	18
4470922.853	446300.9356	18
4470925.62	446302.3693	18
4470928.201	446303.6613	18
4470930.964	446305.095	18
4470933.544	446306.5273	18
4470936.124	446307.965	18
4470938.704	446309.2517	18
4470941.284	446310.6894	18
4470943.681	446312.1204	18
4470945.89	446313.5501	18
4470948.099	446314.9798	18
4470950.494	446316.1302	18
4470952.521	446317.4183	18
4470954.549	446318.5606	18
4470956.39	446319.7071	18
4470958.231	446320.8535	18
4470960.075	446321.9999	5
4470962.467	446323.5712	5
4470964.124	446324.7164	5
4470966.332	446326.4266	5
4470968.539	446328.1423	5
4470970.377	446330.136	5
4470971.84	446332.2672	5
4470972.935	446334.6819	5
4470973.656	446336.9482	5
4470974.196	446339.3589	5
4470974.363	446341.7615	5
4470974.346	446344.0279	5
4470974.148	446346.1473	5
4470973.763	446348.125	5
4470973.192	446350.5278	5
4470972.064	446352.7808	5
4470970.938	446354.8936	5
4470969.447	446356.5828	5
4470967.588	446357.9834	5
4470965.729	446358.8174	5
4470963.504	446359.6541	5
4470961.465	446360.4868	5
4470959.607	446361.3207	5
4470957.75	446362.4407	5
4470956.259	446364.1246	5
4470955.134	446366.097	5
4470954.934	446368.3621	5
4470955.474	446370.3465	5
4470956.757	446372.0502	5
4470958.414	446373.1953	5
4470960.44	446374.057	5
4470962.475	446374.2172	5
4470964.698	446373.8068	5
4470966.741	446372.8338	5
4470968.417	446371.2862	5
4470969.724	446369.7414	5
4470970.661	446367.9079	5
